    Ticket_ID,Month,Region,Network_Type,Issue_Type,Priority,Service_Status,Response_Time_hrs,Resolution_Time_hrs,CSAT_Rating
    TKT-3698,May,West Zone,TV,Installation Delay,Low,Resolved,19.15,37.24,3.07
    TKT-3699,May,Central Zone,Landline,Service Outage,Low,Escalated,6.93,29.32,3.93
    TKT-3700,Jul,West Zone,Broadband,Slow Internet,Low,SLA Breached,10.1,39.46,3.79
    TKT-3701,Aug,North Zone,Landline,Dropped Calls,High,Resolved,12.52,54.83,2.99
    TKT-3702,Sep,East Zone,TV,No Signal,High,Escalated,18.09,42.16,3.17
    TKT-3703,Jul,Central Zone,Broadband,Service Outage,High,In Progress,10.99,31.99,4.03
    TKT-3704,Apr,North Zone,Mobile,Billing Error,Low,Resolved,8.4,62.34,3.65
    TKT-3705,Mar,South Zone,Landline,Billing Error,Low,Resolved,18.86,30.9,3.14
    TKT-3706,Jan,East Zone,Landline,Service Outage,Medium,SLA Breached,13.7,66.18,3.1
    TKT-3707,Jun,East Zone,Mobile,Installation Delay,Low,SLA Breached,13.44,60.59,2.94
    TKT-3708,Nov,Central Zone,TV,No Signal,High,Escalated,13.58,35.7,3.22
    TKT-3709,Oct,East Zone,Landline,No Signal,High,In Progress,18.43,65.03,2.98
    TKT-3710,May,North Zone,TV,Billing Error,Medium,Resolved,5.84,56.4,3.79
    TKT-3711,Mar,South Zone,Mobile,Dropped Calls,Medium,Escalated,14.16,65.27,3.04
    TKT-3712,Apr,South Zone,TV,Slow Internet,Low,Escalated,10.77,24.52,4.33
    TKT-3713,Feb,East Zone,Landline,Installation Delay,Low,In Progress,15.54,64.13,2.67
    TKT-3714,Jul,South Zone,Broadband,Service Outage,Low,SLA Breached,10.17,36.42,4.2
    TKT-3715,Oct,North Zone,TV,Service Outage,High,Escalated,17.72,76.45,2.61
    TKT-3716,Nov,East Zone,Mobile,Service Outage,Low,Resolved,15.43,25.73,4.25
    TKT-3717,Aug,South Zone,Broadband,Slow Internet,Low,Escalated,6.68,60.3,3.67
    TKT-3718,May,South Zone,Landline,Billing Error,Low,Resolved,18.01,45.05,3.12
    TKT-3719,Oct,West Zone,Landline,Service Outage,High,Escalated,15.56,73.59,3.13
    TKT-3720,Nov,West Zone,Landline,Slow Internet,Low,In Progress,12.14,42.12,3.58
    TKT-3721,May,East Zone,Landline,Slow Internet,High,In Progress,7.69,64.47,3.71
    TKT-3722,Jun,South Zone,Broadband,No Signal,Medium,SLA Breached,16.01,55.47,3.99
    TKT-3723,Oct,North Zone,Landline,Dropped Calls,High,Escalated,5.02,25.34,4.77
    TKT-3724,Jan,North Zone,Broadband,No Signal,Low,SLA Breached,11.58,64.58,3.5
    TKT-3725,Apr,North Zone,Mobile,No Signal,Low,In Progress,9.35,45.17,4.1
    TKT-3726,Dec,East Zone,TV,Billing Error,High,SLA Breached,10.16,40.27,3.65
    TKT-3727,Dec,West Zone,Landline,Slow Internet,Medium,Resolved,8.88,57.91,3.45
    TKT-3728,May,South Zone,Broadband,Slow Internet,High,Resolved,11.14,35.89,3.69
    TKT-3729,Oct,West Zone,Broadband,Slow Internet,Medium,In Progress,17.77,39.54,3.13
    TKT-3730,Dec,North Zone,Landline,Billing Error,Low,Resolved,17.47,52.66,3.16
    TKT-3731,Sep,Central Zone,Mobile,No Signal,Medium,SLA Breached,17.02,63.59,2.71
    TKT-3732,Dec,East Zone,Mobile,No Signal,High,In Progress,15.93,53.59,3.39
    TKT-3733,Jun,South Zone,Landline,Billing Error,Low,Resolved,15.54,44.82,3.07
    TKT-3734,Jul,North Zone,Landline,Service Outage,Low,Escalated,7.01,44.02,4.45
    TKT-3735,Apr,East Zone,Mobile,Billing Error,Medium,Escalated,16.32,68.33,2.84
    TKT-3736,Mar,North Zone,Landline,No Signal,High,Escalated,11.44,30.3,4.15
    TKT-3737,Sep,Central Zone,Mobile,Installation Delay,Medium,Escalated,5.98,51.09,4.44
    TKT-3738,Aug,East Zone,Broadband,No Signal,Low,Escalated,12.09,44.25,3.52
    TKT-3739,Aug,Central Zone,Mobile,Installation Delay,Low,Escalated,18.32,59.96,2.88
    TKT-3740,Jan,East Zone,Broadband,Billing Error,High,Resolved,10.93,26.19,3.55
    TKT-3741,Feb,North Zone,TV,Billing Error,Medium,In Progress,9.09,31.91,3.82
    TKT-3742,May,East Zone,Mobile,Dropped Calls,High,SLA Breached,6.75,41.08,4.4
    TKT-3743,Jan,East Zone,Landline,No Signal,High,In Progress,5.43,59.28,3.38
    TKT-3744,May,East Zone,Landline,Slow Internet,High,SLA Breached,6.38,32.93,4.01
    TKT-3745,Nov,Central Zone,TV,Dropped Calls,Medium,Escalated,14.57,34.25,4.1
    TKT-3746,Jun,East Zone,Landline,Installation Delay,High,Resolved,9.8,55.47,3.67
    TKT-3747,Jun,Central Zone,Broadband,Installation Delay,High,Escalated,10.88,43.47,3.96
    TKT-3748,Oct,South Zone,TV,Service Outage,Low,SLA Breached,18.47,65.96,2.63
    TKT-3749,Jan,West Zone,Landline,No Signal,Medium,SLA Breached,19.11,37.64,3.78
    TKT-3750,Sep,South Zone,Broadband,No Signal,Medium,In Progress,7.44,19.77,4.45
    TKT-3751,Sep,West Zone,Mobile,Slow Internet,Medium,In Progress,13.95,67.33,3.47
    TKT-3752,Jun,South Zone,TV,Installation Delay,High,Escalated,7.36,49.74,3.35
    TKT-3753,Aug,North Zone,Broadband,Dropped Calls,Medium,SLA Breached,13.88,56.34,2.99
    TKT-3754,Apr,South Zone,Landline,No Signal,Medium,In Progress,9.4,26.79,3.61
    TKT-3755,Jun,North Zone,TV,Slow Internet,Medium,Escalated,13.88,25.16,4.12
    TKT-3756,Jan,East Zone,Mobile,Dropped Calls,Low,Escalated,10.02,34.84,4.28
    TKT-3757,Oct,South Zone,TV,Installation Delay,Low,Escalated,12.54,68.71,3.52
    TKT-3758,Sep,Central Zone,Broadband,Installation Delay,Medium,In Progress,18.68,48.09,3.63
    TKT-3759,Apr,East Zone,Broadband,Dropped Calls,High,In Progress,15.69,58.37,3.29
    TKT-3760,Nov,South Zone,Broadband,Slow Internet,High,Resolved,14.07,67.34,3.58
    TKT-3761,May,North Zone,Broadband,Installation Delay,Medium,Escalated,17.13,66.28,3.03
    TKT-3762,Apr,West Zone,Landline,No Signal,Medium,Escalated,19.72,38.69,4.17
    TKT-3763,Oct,North Zone,Broadband,Installation Delay,Medium,Resolved,11.87,46.35,3.58
    TKT-3764,Feb,East Zone,Landline,Installation Delay,Medium,SLA Breached,18.52,33.83,3.02
    TKT-3765,May,East Zone,TV,No Signal,High,Escalated,11.51,39.78,4.04
    TKT-3766,Mar,East Zone,Landline,Dropped Calls,Medium,SLA Breached,11.89,70.11,3.02
    TKT-3767,Aug,Central Zone,Landline,Installation Delay,Medium,Resolved,7.14,32.02,3.68
    TKT-3768,Jun,Central Zone,Landline,No Signal,Medium,Escalated,15.12,44.48,3.27
    TKT-3769,Jun,East Zone,Broadband,Dropped Calls,Medium,Escalated,17.71,67.81,2.9
    TKT-3770,May,South Zone,Mobile,No Signal,Low,SLA Breached,15.57,26.84,3.94
    TKT-3771,May,East Zone,Mobile,Installation Delay,Low,Resolved,9.79,28.64,3.67
    TKT-3772,Jul,North Zone,Mobile,Slow Internet,High,Resolved,16.73,51.82,3.13
    TKT-3773,Apr,South Zone,Mobile,Dropped Calls,Low,Resolved,12.15,69.62,3.5
    TKT-3774,Oct,North Zone,TV,No Signal,Medium,Escalated,7.53,52.77,3.69
    TKT-3775,Jun,West Zone,TV,Dropped Calls,High,Escalated,13.69,56.78,3.55
    TKT-3776,Nov,West Zone,Mobile,Slow Internet,High,SLA Breached,11.42,54.4,4.05
    TKT-3777,Jun,South Zone,Mobile,No Signal,Low,Escalated,19.51,31.3,3.58
    TKT-3778,Mar,North Zone,Broadband,Dropped Calls,Low,In Progress,14.88,42.62,3.51
    TKT-3779,Apr,South Zone,Landline,Billing Error,High,Resolved,5.78,55.21,4.34
    TKT-3780,Jan,North Zone,Mobile,Dropped Calls,Medium,Resolved,14.25,36.33,4.23
    TKT-3781,Jul,South Zone,Landline,Service Outage,Medium,SLA Breached,10.49,66.44,2.88
    TKT-3782,Dec,West Zone,TV,Dropped Calls,Low,Escalated,14.25,71.11,2.94
    TKT-3783,Mar,Central Zone,TV,Service Outage,Medium,In Progress,14.27,35.45,3.53
    TKT-3784,Jun,Central Zone,Mobile,Service Outage,Low,In Progress,7.76,41.27,4.04
    TKT-3785,Aug,West Zone,Broadband,Service Outage,Medium,SLA Breached,11.99,49.13,3.45
    TKT-3786,Oct,Central Zone,Broadband,Billing Error,Medium,Escalated,15.37,58.34,2.89
    TKT-3787,Apr,East Zone,TV,Installation Delay,Low,SLA Breached,12.49,61.47,3.25
    TKT-3788,Sep,Central Zone,Mobile,Dropped Calls,Low,SLA Breached,13.13,40.58,3.68
    TKT-3789,Apr,North Zone,Mobile,Slow Internet,Medium,SLA Breached,14.47,63.42,3.41
    TKT-3790,Mar,West Zone,Mobile,Slow Internet,Low,In Progress,14.29,38.01,3.25
    TKT-3791,May,South Zone,Broadband,No Signal,Medium,Escalated,10.87,68.74,3.39
    TKT-3792,Apr,Central Zone,Broadband,Installation Delay,Low,In Progress,6.11,48.82,3.92
    TKT-3793,Jan,East Zone,TV,No Signal,High,Escalated,15.79,27.81,4.05
    TKT-3794,Sep,West Zone,Mobile,Slow Internet,Medium,In Progress,15.55,58.09,3.2
    TKT-3795,Aug,West Zone,Landline,Service Outage,High,In Progress,9.36,43.88,3.84
    TKT-3796,Sep,South Zone,Mobile,Billing Error,Low,In Progress,13.26,72.02,3.54
    TKT-3797,May,North Zone,Landline,Dropped Calls,Medium,In Progress,13.72,33.93,3.93
    TKT-3798,Mar,West Zone,TV,Installation Delay,High,Escalated,12.67,68.43,3.16
    TKT-3799,Mar,Central Zone,Mobile,Billing Error,Medium,Escalated,18.93,30.48,3.64
    TKT-3800,Jun,Central Zone,Broadband,Billing Error,Medium,Escalated,16.69,46.32,3.07
    TKT-3801,Mar,North Zone,Mobile,Service Outage,Low,In Progress,18.52,61.73,2.64
    TKT-3802,Feb,South Zone,Mobile,Service Outage,Low,In Progress,16.74,58.93,3.51
    TKT-3803,May,Central Zone,Broadband,Service Outage,Low,SLA Breached,13.89,35.86,3.54
    TKT-3804,Jul,South Zone,Mobile,Billing Error,Medium,In Progress,13.98,58.45,3.06
    TKT-3805,Jan,North Zone,Mobile,Service Outage,Low,Resolved,6.41,42.39,4.42
    TKT-3806,Apr,Central Zone,Broadband,Dropped Calls,Medium,SLA Breached,14.52,57.79,3.4
    TKT-3807,Apr,North Zone,Landline,Service Outage,Medium,SLA Breached,8.91,42.06,3.9
    TKT-3808,Aug,South Zone,Mobile,No Signal,High,Escalated,6.22,55.13,3.52
    TKT-3809,Feb,West Zone,Broadband,Slow Internet,Low,Escalated,8.7,40.25,3.63
    TKT-3810,Feb,West Zone,Landline,No Signal,Low,SLA Breached,7.57,41.13,4.46
    TKT-3811,Jan,North Zone,TV,Dropped Calls,Low,Resolved,12.76,62.03,3.03
    TKT-3812,May,South Zone,Landline,No Signal,High,Escalated,9.44,44.84,3.95
    TKT-3813,May,North Zone,TV,No Signal,High,Escalated,8.97,54.29,3.8
    TKT-3814,May,North Zone,TV,Service Outage,High,SLA Breached,17.9,36.24,3.48
    TKT-3815,Aug,South Zone,Landline,Billing Error,Medium,SLA Breached,8.43,26.21,4.35
    TKT-3816,Aug,Central Zone,Broadband,Slow Internet,Medium,Escalated,13.43,33.92,3.7
    TKT-3817,Apr,Central Zone,Mobile,Service Outage,High,In Progress,5.47,15.96,4.76
    TKT-3818,Apr,West Zone,Mobile,Service Outage,Low,In Progress,14.41,53.42,3.51
    TKT-3819,Aug,East Zone,Broadband,Slow Internet,High,SLA Breached,8.13,47.71,3.5
    TKT-3820,Feb,Central Zone,Landline,Dropped Calls,High,Resolved,15.59,55.7,2.9
    TKT-3821,Aug,North Zone,Mobile,Dropped Calls,Medium,In Progress,13.46,63.13,3.03
    TKT-3822,Apr,South Zone,TV,No Signal,Low,Resolved,14.02,35.82,3.33
    TKT-3823,Nov,Central Zone,Mobile,No Signal,High,Resolved,19.34,55.79,2.99
    TKT-3824,May,East Zone,TV,Service Outage,High,SLA Breached,10.08,57.92,4.18
    TKT-3825,Mar,South Zone,Landline,Dropped Calls,High,Resolved,9.62,43.96,3.58
    TKT-3826,Aug,Central Zone,Landline,Billing Error,High,In Progress,7.29,60.43,3.58
    TKT-3827,Sep,East Zone,Broadband,No Signal,Low,In Progress,11.12,45.28,3.63
    TKT-3828,Nov,West Zone,TV,Dropped Calls,High,Escalated,10.16,29.57,3.85
    TKT-3829,Jan,North Zone,Landline,Installation Delay,Medium,Resolved,9.5,67.86,3.68
    TKT-3830,May,South Zone,Mobile,Slow Internet,Low,SLA Breached,5.55,35.24,4.34
    TKT-3831,Jun,West Zone,Landline,Slow Internet,Medium,SLA Breached,5.78,35.61,4.08
    TKT-3832,May,Central Zone,Broadband,No Signal,High,SLA Breached,15.46,39.95,3.62
    TKT-3833,Apr,Central Zone,TV,Service Outage,Medium,SLA Breached,7.07,41.6,3.69
    TKT-3834,Jun,South Zone,Mobile,No Signal,Low,Resolved,17.45,41.18,3.2
    TKT-3835,Jan,South Zone,TV,No Signal,Medium,Resolved,19.51,73.36,2.78
    TKT-3836,Jun,Central Zone,Broadband,Billing Error,High,In Progress,8.87,66.07,4.0
    TKT-3837,Nov,North Zone,Landline,No Signal,Low,In Progress,7.23,65.01,3.11
    TKT-3838,Dec,North Zone,Broadband,Installation Delay,High,Resolved,8.43,62.8,3.31
    TKT-3839,Feb,South Zone,Mobile,Dropped Calls,Medium,In Progress,16.32,54.04,3.33
    TKT-3840,Jun,North Zone,Landline,Billing Error,High,In Progress,7.38,34.08,3.86
    TKT-3841,Feb,South Zone,Mobile,Service Outage,Low,Escalated,14.06,70.85,2.78
    TKT-3842,Jun,North Zone,Broadband,Dropped Calls,High,Resolved,18.89,63.56,2.81
    TKT-3843,May,North Zone,Broadband,Service Outage,Medium,SLA Breached,13.34,29.37,4.45
    TKT-3844,Mar,North Zone,Broadband,Service Outage,Medium,Escalated,14.78,68.97,3.73
    TKT-3845,Jul,West Zone,Mobile,Billing Error,High,SLA Breached,13.7,43.49,3.53
    TKT-3846,Oct,South Zone,Landline,Dropped Calls,Low,In Progress,15.19,58.77,2.84
    TKT-3847,Dec,East Zone,Landline,Dropped Calls,Medium,SLA Breached,13.09,46.23,4.01
    TKT-3848,Aug,West Zone,Broadband,Installation Delay,Low,Resolved,19.25,43.47,3.31
    TKT-3849,Dec,North Zone,TV,Dropped Calls,Medium,Resolved,14.49,46.03,3.41
    TKT-3850,Oct,North Zone,Landline,Billing Error,Low,Resolved,5.29,31.49,4.34
    TKT-3851,Jul,South Zone,TV,No Signal,Low,Escalated,13.68,43.11,3.73
    TKT-3852,Jun,East Zone,Broadband,Dropped Calls,Low,In Progress,5.92,50.99,3.75
    TKT-3853,Oct,East Zone,Broadband,Billing Error,High,Resolved,6.67,46.2,3.98
    TKT-3854,Aug,East Zone,Broadband,Dropped Calls,Medium,SLA Breached,9.98,45.77,3.69
    TKT-3855,Apr,South Zone,Broadband,Installation Delay,Medium,Resolved,7.07,19.25,4.45
    TKT-3856,Feb,East Zone,Landline,Billing Error,Medium,Escalated,19.1,48.89,3.25
    TKT-3857,Aug,Central Zone,Mobile,Billing Error,Medium,Resolved,19.46,36.0,3.49
    TKT-3858,Jul,North Zone,Mobile,Dropped Calls,High,Escalated,6.83,58.67,4.0
    TKT-3859,Jul,North Zone,Mobile,Service Outage,Medium,Escalated,12.14,36.41,4.1
    TKT-3860,Mar,South Zone,Landline,Slow Internet,Low,Escalated,18.24,61.94,3.1
    TKT-3861,Oct,North Zone,Broadband,Installation Delay,Low,In Progress,9.59,22.69,4.4
    TKT-3862,Aug,North Zone,Landline,No Signal,Medium,Resolved,17.17,52.84,3.76
    TKT-3863,Dec,North Zone,Landline,Service Outage,Medium,In Progress,16.6,30.59,3.76
    TKT-3864,Jul,East Zone,Mobile,Billing Error,Low,Resolved,17.81,32.18,4.14
    TKT-3865,Dec,Central Zone,TV,Installation Delay,Medium,Resolved,19.41,76.31,2.69
    TKT-3866,Feb,West Zone,TV,Installation Delay,Low,Escalated,18.27,45.2,3.15
    TKT-3867,Apr,South Zone,TV,Billing Error,High,SLA Breached,11.23,33.18,3.85
    TKT-3868,Jun,West Zone,Landline,Service Outage,High,SLA Breached,14.69,26.93,3.68
    TKT-3869,Sep,Central Zone,Mobile,Service Outage,Medium,SLA Breached,7.82,42.17,3.85
    TKT-3870,May,East Zone,Broadband,Installation Delay,Low,Escalated,9.17,31.92,3.8
    TKT-3871,Aug,East Zone,Broadband,Installation Delay,Medium,SLA Breached,16.26,59.89,3.56
    TKT-3872,Jan,East Zone,Mobile,Service Outage,High,Escalated,15.91,52.3,2.87
    TKT-3873,Nov,North Zone,Broadband,Dropped Calls,Medium,In Progress,18.42,72.41,2.63
    TKT-3874,Jul,North Zone,Broadband,No Signal,Medium,Escalated,10.67,62.25,3.19
    TKT-3875,Jun,North Zone,Landline,No Signal,Medium,Resolved,5.81,50.26,4.17
    TKT-3876,Apr,East Zone,Landline,Slow Internet,Medium,Resolved,7.79,45.48,3.23
    TKT-3877,Jun,South Zone,Mobile,Billing Error,High,Escalated,9.94,40.15,3.82
    TKT-3878,Dec,West Zone,Mobile,Service Outage,Medium,Escalated,18.77,56.71,2.85
    TKT-3879,Dec,East Zone,Landline,Billing Error,Low,In Progress,16.22,39.98,3.17
    TKT-3880,Feb,West Zone,TV,Dropped Calls,Low,Escalated,8.05,54.89,3.38
    TKT-3881,May,South Zone,TV,Slow Internet,Low,In Progress,12.13,55.99,3.19
    TKT-3882,Apr,East Zone,TV,No Signal,Medium,In Progress,7.05,50.93,3.94
    TKT-3883,Oct,East Zone,Broadband,Installation Delay,High,In Progress,16.61,58.85,3.07
    TKT-3884,May,North Zone,Landline,Installation Delay,High,In Progress,16.06,39.96,3.32
    TKT-3885,May,North Zone,Broadband,Dropped Calls,Low,SLA Breached,17.39,59.97,2.99
    TKT-3886,Jun,Central Zone,TV,Slow Internet,Low,Escalated,6.17,40.36,4.18
    TKT-3887,Apr,South Zone,Mobile,Installation Delay,High,Escalated,7.82,23.41,3.84
    TKT-3888,Nov,Central Zone,Landline,Installation Delay,Low,SLA Breached,8.08,46.93,3.47
    TKT-3889,Aug,South Zone,TV,Dropped Calls,Low,In Progress,7.9,55.51,3.71
    TKT-3890,Nov,West Zone,Mobile,Dropped Calls,High,Escalated,17.0,53.44,3.23
    TKT-3891,Jul,Central Zone,Landline,Installation Delay,High,In Progress,8.53,31.73,3.99
    TKT-3892,Dec,West Zone,Broadband,Installation Delay,Medium,Escalated,7.19,34.13,4.14
    TKT-3893,Feb,Central Zone,Broadband,No Signal,High,Resolved,14.36,43.08,3.61
    TKT-3894,Jul,East Zone,Landline,No Signal,High,SLA Breached,5.73,37.98,4.41
    TKT-3895,Dec,South Zone,Mobile,No Signal,High,SLA Breached,11.1,65.52,3.17
    TKT-3896,Aug,Central Zone,Mobile,Billing Error,Medium,In Progress,11.51,38.62,4.14
    TKT-3897,Feb,North Zone,Mobile,Dropped Calls,High,SLA Breached,10.4,64.56,3.77
    TKT-3898,Nov,North Zone,Landline,Installation Delay,High,Escalated,5.45,30.66,4.67
    TKT-3899,May,South Zone,Landline,No Signal,Medium,In Progress,15.65,61.5,2.97
    TKT-3900,Aug,North Zone,TV,Installation Delay,Medium,Resolved,16.6,51.79,3.53
    TKT-3901,Jun,North Zone,TV,Service Outage,Low,SLA Breached,10.72,33.66,3.2
    TKT-3902,Nov,South Zone,Landline,Installation Delay,High,Resolved,12.99,24.09,3.84
    TKT-3903,Aug,West Zone,Broadband,Slow Internet,High,Escalated,12.99,23.94,3.88
    TKT-3904,Sep,West Zone,Mobile,Slow Internet,High,SLA Breached,17.28,64.33,2.97
    TKT-3905,Oct,South Zone,Landline,Billing Error,High,Escalated,7.74,32.98,3.66
    TKT-3906,Apr,North Zone,TV,No Signal,Medium,SLA Breached,11.08,32.32,3.67
    TKT-3907,Aug,East Zone,TV,No Signal,High,In Progress,18.67,33.35,2.96
    TKT-3908,Feb,West Zone,Landline,Billing Error,Low,Resolved,17.57,50.19,3.14
    TKT-3909,May,Central Zone,Landline,No Signal,High,SLA Breached,7.81,35.75,3.63
    TKT-3910,Jan,West Zone,TV,No Signal,High,Resolved,7.18,64.07,3.17
    TKT-3911,Apr,West Zone,Broadband,Slow Internet,Low,In Progress,19.39,48.22,2.71
    TKT-3912,Dec,East Zone,Landline,Installation Delay,Medium,Escalated,8.3,27.09,4.07
    TKT-3913,Apr,Central Zone,Broadband,Slow Internet,Low,In Progress,17.49,53.13,3.25
    TKT-3914,Jan,South Zone,TV,Installation Delay,Medium,Escalated,10.56,30.31,3.98
    TKT-3915,Apr,East Zone,TV,Slow Internet,Low,Escalated,9.94,41.67,3.56
    TKT-3916,Oct,Central Zone,Landline,Dropped Calls,High,Resolved,8.02,52.16,3.65
    TKT-3917,Oct,North Zone,Mobile,Installation Delay,Medium,SLA Breached,5.88,24.25,4.84
    TKT-3918,Nov,North Zone,TV,Dropped Calls,High,Escalated,12.64,69.04,3.58
    TKT-3919,May,North Zone,Mobile,Slow Internet,High,In Progress,8.68,34.89,3.74
    TKT-3920,Dec,West Zone,Mobile,Slow Internet,Medium,SLA Breached,9.15,28.69,3.89
    TKT-3921,Feb,South Zone,Broadband,Installation Delay,High,In Progress,15.8,50.08,3.2
    TKT-3922,Jul,South Zone,Mobile,Service Outage,Medium,Resolved,7.16,34.61,4.34
    TKT-3923,Apr,West Zone,Mobile,No Signal,High,Escalated,12.92,53.93,3.93
    TKT-3924,Oct,North Zone,TV,Dropped Calls,Low,In Progress,6.75,34.59,4.3
    TKT-3925,Oct,West Zone,Broadband,No Signal,Medium,In Progress,9.22,30.61,3.98
    TKT-3926,Dec,East Zone,TV,No Signal,High,In Progress,11.66,65.36,2.88
    TKT-3927,Jul,South Zone,Mobile,Billing Error,Low,Escalated,12.43,32.4,4.27
    TKT-3928,Sep,West Zone,Mobile,Installation Delay,Low,Resolved,5.46,56.86,3.9
    TKT-3929,Jun,Central Zone,TV,Slow Internet,Low,SLA Breached,19.5,59.69,3.04
    TKT-3930,Dec,South Zone,Landline,Dropped Calls,Medium,Escalated,19.88,41.53,2.9
    TKT-3931,Jan,North Zone,Broadband,Service Outage,High,Resolved,13.86,66.83,3.15
    TKT-3932,Dec,East Zone,TV,No Signal,Low,Escalated,14.01,60.59,3.01
    TKT-3933,May,East Zone,Mobile,Billing Error,Medium,SLA Breached,12.45,52.13,3.42
    TKT-3934,Nov,Central Zone,Broadband,Installation Delay,Low,In Progress,18.89,68.05,3.11
    TKT-3935,Oct,Central Zone,Landline,Installation Delay,Low,Escalated,10.92,36.65,4.13
    TKT-3936,Aug,Central Zone,Broadband,Service Outage,Medium,Escalated,16.53,69.64,3.17
    TKT-3937,Sep,Central Zone,Broadband,No Signal,High,In Progress,9.32,22.1,3.82
    TKT-3938,Feb,Central Zone,TV,Slow Internet,Low,SLA Breached,17.8,59.16,2.72
    TKT-3939,Aug,North Zone,Mobile,Service Outage,High,SLA Breached,18.5,67.0,2.24
    TKT-3940,May,South Zone,Mobile,No Signal,Low,In Progress,12.85,28.61,3.68
    TKT-3941,Jun,North Zone,Mobile,Installation Delay,High,Escalated,11.25,36.37,3.56
    TKT-3942,Oct,East Zone,Mobile,Installation Delay,Low,In Progress,14.85,63.94,3.52
    TKT-3943,Sep,Central Zone,Broadband,Slow Internet,High,Escalated,8.93,43.27,3.48
    TKT-3944,Aug,South Zone,Mobile,Dropped Calls,Medium,Resolved,19.9,58.32,3.14
    TKT-3945,Sep,North Zone,Broadband,No Signal,High,Resolved,18.94,34.38,4.16
    TKT-3946,Sep,Central Zone,Broadband,Service Outage,Medium,In Progress,19.85,78.19,2.61
    TKT-3947,Dec,Central Zone,Landline,Billing Error,Low,Resolved,16.79,40.45,3.61
    TKT-3948,May,Central Zone,Broadband,Dropped Calls,Low,SLA Breached,17.19,42.29,3.49
    TKT-3949,Dec,North Zone,TV,Installation Delay,Medium,In Progress,9.49,51.21,3.71
    TKT-3950,Feb,South Zone,TV,Service Outage,Medium,Resolved,6.02,16.33,4.12
    TKT-3951,Apr,West Zone,Broadband,Slow Internet,Medium,SLA Breached,10.71,49.5,3.3
    TKT-3952,Apr,South Zone,Broadband,Service Outage,Medium,In Progress,6.7,45.78,3.77
    TKT-3953,Jan,South Zone,Mobile,Installation Delay,Low,Escalated,16.57,28.79,4.18
    TKT-3954,Mar,South Zone,TV,Service Outage,High,SLA Breached,9.56,60.1,3.46
    TKT-3955,Feb,North Zone,Broadband,Service Outage,Medium,Resolved,8.83,27.6,3.62
    TKT-3956,Jun,Central Zone,Mobile,Dropped Calls,High,In Progress,9.08,43.92,3.58
    TKT-3957,Jul,South Zone,Broadband,Service Outage,Medium,In Progress,12.33,38.84,3.58
    TKT-3958,Sep,East Zone,Mobile,Installation Delay,Low,In Progress,5.24,16.65,4.38
    TKT-3959,Nov,North Zone,Broadband,Billing Error,High,SLA Breached,13.07,47.28,3.07
    TKT-3960,Oct,East Zone,Mobile,Billing Error,Medium,SLA Breached,17.41,72.69,3.09
    TKT-3961,Jun,Central Zone,TV,No Signal,High,In Progress,11.09,68.7,3.67
    TKT-3962,May,South Zone,Mobile,Billing Error,High,Resolved,16.31,37.54,3.23
    TKT-3963,Apr,South Zone,TV,Dropped Calls,Medium,SLA Breached,10.78,63.66,3.22
    TKT-3964,Dec,East Zone,TV,No Signal,Low,In Progress,19.02,45.52,3.46
    TKT-3965,Feb,South Zone,TV,Dropped Calls,High,SLA Breached,12.83,68.52,3.6
    TKT-3966,Dec,Central Zone,TV,Service Outage,Medium,Resolved,11.14,51.83,3.74
    TKT-3967,Aug,Central Zone,Broadband,Billing Error,High,Escalated,11.45,70.79,2.89
    TKT-3968,Jan,East Zone,Mobile,Billing Error,High,Escalated,16.18,50.05,3.33
    TKT-3969,Jul,West Zone,Landline,Service Outage,High,In Progress,15.46,44.93,3.09
    TKT-3970,Oct,North Zone,Mobile,Slow Internet,Low,SLA Breached,6.51,64.86,3.11
    TKT-3971,Jun,North Zone,TV,Service Outage,Low,SLA Breached,7.84,26.19,4.44
    TKT-3972,Feb,Central Zone,Landline,Installation Delay,Low,In Progress,15.81,42.36,3.26
    TKT-3973,Jul,West Zone,TV,No Signal,High,SLA Breached,7.4,30.24,4.25
    TKT-3974,Feb,East Zone,TV,Service Outage,Medium,Resolved,13.83,60.32,3.3
    TKT-3975,Nov,East Zone,Mobile,Service Outage,High,Escalated,16.41,52.65,3.36
    TKT-3976,Oct,South Zone,Mobile,Billing Error,Medium,SLA Breached,12.92,50.47,3.66
    TKT-3977,Nov,West Zone,Landline,Billing Error,High,SLA Breached,18.43,70.45,3.05
    TKT-3978,Feb,North Zone,Mobile,Dropped Calls,Low,Resolved,7.34,44.54,3.83
    TKT-3979,Jun,East Zone,Broadband,No Signal,High,Escalated,10.59,27.62,4.7
    TKT-3980,Aug,North Zone,Broadband,No Signal,Low,Resolved,11.09,32.7,3.69
    TKT-3981,Oct,East Zone,Mobile,Slow Internet,Medium,Resolved,15.22,72.6,3.63
    TKT-3982,May,North Zone,TV,Installation Delay,Medium,Resolved,14.98,46.29,3.1
    TKT-3983,Oct,South Zone,Broadband,Slow Internet,Medium,SLA Breached,5.1,55.48,3.81
    TKT-3984,Mar,Central Zone,Landline,Dropped Calls,Medium,Resolved,11.13,30.25,4.26
    TKT-3985,Jan,South Zone,Landline,Billing Error,Medium,SLA Breached,5.75,16.89,4.98
